가수,제목,가사,장르
아이유,내 손을 잡아,느낌이 오잖아 떨리고 있잖아 언제까지 눈치만 볼 거니 네 맘을 말해봐 딴청 피우지   란 말이야 네 맘 가는 그대로 지금 내 손을 잡아 어서 내 손을 잡아 우연히 고개를 돌릴 때   다 눈이 마주치는 건 며칠밤 내내 꿈속에 나타나 밤새 나를 괴롭히는 건 그 많은 빈자리  에서 하필  내 옆자릴 고르는 건 나도 모르게 어느새 실없는 웃음 흘리고 있다는 건 그럼     했지 뭐 우리 얘기 좀 할까 느낌이 오잖아 떨리고 있잖아 언제까지 눈치만 볼 거니 네 맘    해봐 딴청 피우지 말란 말이야 네 맘 가는 그대로 지금 내 손을 잡아 핸드폰 진동에 심장    컥 내려 앉는다는 건 오 나도 모르게 어느새 짓궂은 네 말투  자꾸 듣고 싶은걸 어떡해 (저기 멀리 걸어온다) (눈이 마주친다)  언제까지 넌 모른척 할거니 사랑이 온거야 너와     이야 네가 좋아 정말 못 견딜 만큼 그거면 된거야 더는 생각하지 말란 말이야  네 맘 가는  대로 느낌이 오잖아 떨리고 있잖아 언제까지 눈치만 볼 거니  네 맘을 말해봐 딴청 피우   란 말이야 네 맘 가는 그대로 지금 내 손을 잡아  그냥 내 손을 잡아 지금 내 손을 잡아 ,k-pop
장범준,흔들리는 꽃들 속에서 네 샴푸향이 느껴진거야 ,흔들리는 꽃들 속에서네 샴푸향이 느껴진거야스쳐지나간건가 뒤돌아보지만그냥 사람들만 보이는거야다와가는 집근처에서괜히 핸드폰만 만지는거야한번 연락해 볼까 용기내 보지만그냥 내 마음만 아쉬운 거야걷다가 보면 항상 이렇게 너를바라만 보던 너를 기다린다고 말할까지금 집앞에 계속 이렇게 너를아쉬워 하다 너를 연락했다 할까지나치는 꽃들 속에서네 샴푸향만 보이는거야스쳐지나간건가 뒤 돌아보지만그냥 내 마음만 바빠진거야걷다가 보면 항상 이렇게 너를바라만 보던 너를 기다린다고 말할까지금 집앞에 계속 이렇게 너를아쉬워 하다 너를 연락했다 할까어떤 계절이 너를우연히라도 너를 마주치게 할까난 이대로 아쉬워하다 너를바라만 보던 너를기다리면서 아무말 못하고그리워만 할까걷다가 보면 항상 이렇게 너를바라만 보던 너를 생각한다고 말할까지금 집앞에 기다리고 때론지나치고 다시 기다리는꽃이 피는 거리에 보고파라 이밤에걷다가 보면 항상 이렇게 너를아쉬워 하다 너를 기다린다고 말할까지금 집앞에 계속 이렇게 너를아쉬워 하다 너를 연락했다 할까 ,인디
이무진,신호등,이제야 목적지를 정했지만가려한 날 막아서네 난 갈 길이 먼데새빨간 얼굴로 화를 냈던친구가 생각나네이미 난 발걸음을 떼었지만가려한 날 재촉하네 걷기도 힘든데새파랗게 겁에 질려 도망간친구가 뇌에 맴도네건반처럼 생긴 도로 위 수많은 동그라미들 모두가멈췄다 굴렀다 말은 잘 들어그건 나도 문제가 아냐붉은색 푸른색 그 사이 3초 그 짧은 시간노란색 빛을 내는 저기 저 신호등이내 머릿속을 텅 비워버려 내가 빠른지도느린지도 모르겠어 그저 눈앞이 샛노랄 뿐이야솔직히 말하자면 차라리운전대를 못 잡던 어릴 때가 더 좋았었던 것 같아그땐 함께 온 세상을 거닐 친구가 있었으니건반처럼 생긴 도로 위 수많은 조명들이 날 빠르게번갈아 가며 비추고 있지만난 아직 초짜란 말이야붉은색 푸른색 그 사이 3초 그 짧은 시간노란색 빛을 내는 저기 저 신호등이내 머릿속을 텅 비워버려 내가 빠른지도느린지도 모르겠어 그저 눈앞이 샛노랄 뿐이야꼬질꼬질한 사람이나 부자 곁엔 아무도 없는삼색 조명과 이색 칠 위에 서 있어 괴롭히지 마붉은색 푸른색 그 사이 3초 그 짧은 시간노란색 빛을 내는 저기 저 신호등이내 머릿속을 텅 비워버려 내가 빠른지도느린지도 모르겠어 그저 눈앞이 샛노랄 뿐이야 ,인디
잔나비,주저하는 연인들을 위해,나는 읽기 쉬운 마음이야 당신도 스윽 훑고 가셔요 달랠 길 없는 외로운 마음 있지 머물다 가셔요 음 내게 긴 여운을 남겨줘요 사랑을 사랑을 해줘요 할 수 있다면 그럴 수만 있다면 새하얀 빛으로 그댈 비춰 줄게요 그러다 밤이 찾아오면 우리 둘만의 비밀을 새겨요 추억할 그 밤 위에 갈피를 꽂고 선 남몰래 펼쳐보아요 나의 자라나는 마음을 못 본채 꺾어 버릴 수는 없네 미련 남길바엔 그리워 아픈 게 나아 서둘러 안겨본 그 품은 따스할 테니 그러다 밤이 찾아오면 우리 둘만의 비밀을 새겨요 추억할 그 밤 위에 갈피를 꽂고 선 남몰래 펼쳐보아요 언젠가 또 그날이 온대도 우린 서둘러 뒤돌지 말아요 마주보던 그대로 뒷걸음치면서 서로의 안녕을 보아요 피고 지는 마음을 알아요 다시 돌아온 계절도 난 한 동안 새 활짝 피었다 질래 또 한번 영원히 그럼에도 내 사랑은 또 같은 꿈을 꾸고 그럼에도 꾸던 꿈을 미루진 않을래 ,인디
10센치,폰서트,이건 세상에서제일 비싼 단독 공연가수는 나고 관객은 너 하나화려한 막이이제 곧 올라가기 전에그저 몇 가지만 주의해줘요세상에서 제일 편한옷을 갈아 입고제일 좋아하는 자리에 누워배터리가 바닥나지 않게조심하고통화상태를 항상 유지해줘요듣고 싶은 노래를말 만해 everything입이 심심할 때는coffee popcorn anything너무 부담주진 말고편하게 들어줘아님 내가 너무 떨리니까오직 너에게만 감동적인 노래오직 너를 웃게 하기 위한 코너네가 너무 설레잠 못 들게 만들 거야지금이야 크게 소리 질러줘누구보다 특별한너의 취향을 알아달콤한데 슬픈 듯 아찔하게맞지근데 다음 곡이 중요해볼륨 높여봐기억 나니 우리 그 날 그 노래내가 너무 진지해 보여도 웃지마누가 봐도 완벽한노래는 아니지만많이 연습한 부분을너 때문에 틀리잖아아직 나는 너무 떨리니까오직 너에게만 감동적인 노래오직 너를 웃게 하기 위한 코너네가 너무 설레잠 못 들게 만들 거야지금이야 크게 소리 질러이 공연은 거의 다 끝나 가고 있어어땠는지 말해줘 문자로너무나 아쉽지만 졸린 거이미 알고 있어기대해줘 마지막 곡이 중에서도 제일감동적인 노래오직 너를 웃게 하기 위한 코너네가 너무 설레잠 못 들게 만들 거야지금이야 제일 원하는 걸 말해어떤 노래를다시 듣고 싶어 사실 내가 원해네가 너무 설레잠 못 들지 모르지만앵콜이야 크게 소리 질러줘이건 세상에서제일 비싼 단독공연가수는 나고 관객은 너 하나,인디
볼빨간사춘기,"나만,봄",안돼 그만둬 거기까지 해 더 다가가면 너 정신 못 차려안돼 그만해 꽃은 넣어둬 그냥 좀 바람이 불게 놔줘왜 그럴까 사람들은 그냥 봄기운이 좋아 눈치 없이 밖을 나가는 걸까왜 이럴까 뭐가 설렌다고 봄바람이 좋아 내 맘도 모르고 더 불어와flower sunshine 완벽한 하루를 사실 너와 걸을 수 있다면 얼마나 좋을까좋아한다고 말하기가 무서워서 네 곁을 맴돌고 있는 난벚꽃도 뭐고 다 필요 없어 나는 네 곁에 있고 싶어 딱 붙어서봄이 지나갈 때까지 다른 사람 다 사라져라 나만봄왜 그럴까 사람들은 그냥 봄기운이 좋아 눈치 없이 밖을 나가는 걸까왜 이럴까 뭐가 설렌다고 봄바람이 좋아 내 맘도 모르고 더 불어와flower sunshine 완벽한 하루를 사실 너와 걸을 수 있다면 얼마나 좋을까좋아한다고 말하기가 무서워서 네 곁을 맴돌고 있는 난벚꽃도 뭐고 다 필요 없어 나는 네 곁에 있고 싶어 딱 붙어서봄이 지나갈 때까지 다른 사람 다 사라져라언제 봄이 왔는지 내 맘도 모르고 봄바람이 자꾸만 불어와네 곁에 딱 붙어서 떨어지지 않고 싶어 내 맘을 이제 말하고 싶어벚꽃도 뭐고 다 필요 없어 나는 네 곁에 있고 싶어 딱 붙어서봄이 지나갈 때까지 다른 사람 다 사라져라 나만봄,인디
최유리,숲,난 저기 숲이 돼볼게너는 자그맣기만 한 언덕 위를오르며 날 바라볼래나의 작은 마음 한구석이어도 돼길을 터 보일게 나를 베어도 돼날 지나치지 마 날 보아줘나는 널 들을게 이젠 말해도 돼날 보며아 숲이 아닌 바다이던가옆엔 높은 나무가 있길래하나라도 분명히 하고파 난 이제물에 가라앉으려나난 저기 숲이 돼볼래나의 옷이 다 눈물에 젖는대도아 바다라고 했던가그럼 내 눈물 모두 버릴 수 있나길을 터 보일게 나를 베어도 돼날 밀어내지 마 날 네게 둬나는 내가 보여 난 항상 나를 봐내가 늘 이래아 숲이 아닌 바다이던가옆엔 높은 나무가 있길래하나라도 분명히 하고파 난 이제물에 가라앉으려나나의 눈물 모아 바다로만흘려보내 나를 다 감추면기억할게 내가 뭍에 나와있어그때 난 숲이려나,인디
볼빨간사춘기,여행,저 오늘 떠나요 공항으로핸드폰 꺼 놔요 제발 날 찾진 말아줘시끄럽게 소리를 질러도 어쩔 수 없어 나가볍게 손을 흔들며 bye bye-쉬지 않고 빛났던 꿈같은 my youth이리저리 치이고 또 망가질 때쯤지쳤어 나 미쳤어 나 떠날 거야 다 비켜I fly away-Take me to London Paris New York city들아름다운 이 도시에 빠져서 나Like I'm a bird bird 날아다니는 새처럼난 자유롭게 fly fly 나 숨을 셔Take me to new world anywhere 어디든답답한 이 곳을 벗어 나기만 하면Shining light light 빛나는 my youth자유롭게 fly fly 나 숨을 셔저 이제 쉬어요 떠날 거에요노트북 꺼 놔요 제발 날 잡진 말아줘시끄럽게 소리를 질러도 어쩔 수 없어 나가볍게 손을 흔들며 see ya-쉬지 않고 빛났던 꿈같은 my youth이리 저리 치이고 또 망가질 때쯤지쳤어 나 미쳤어 나 떠날 거야 다 비켜I fly away-Take me to London Paris New York city들아름다운 이 도시에 빠져서 나Like I'm a bird bird 날아 다니는 새처럼난 자유롭게 fly fly 나 숨을 셔Take me to new world anywhere 어디든답답한 이 곳을 벗어 나기만 하면Shining light light 빛나는 my youth자유롭게 fly fly 나 숨을 셔I can fly away Fly always always alwaysTake me to new world anywhere 어디든답답한 이 곳을 벗어 나기만 하면Shining light light 빛나는 my youth자유롭게 fly fly 나 숨을 셔,인디
버스커버스커,여수밤바다,여수 밤바다 이 조명에 담긴 아름다운 얘기가 있어네게 들려주고파 전활 걸어 뭐하고 있냐고나는 지금 여수 밤바다 여수 밤바다아 아 아 아 아 아 아너와 함께 걷고 싶다이 바다를 너와 함께 걷고 싶어이 거리를 너와 함께 걷고 싶다이 바다를 너와 함께 걷고 싶어여수 밤바다여수 밤바다 이 바람에 걸린 알 수 없는 향기가 있어네게 전해주고파 전활 걸어 뭐하고 있냐고나는 지금 여수 밤바다 여수 밤바다아 아 아 아 아 아 아 아너와 함께 걷고 싶다이 바다를 너와 함께 걷고 싶어이 거리를 너와 함께 걷고 싶다이 바다를 너와 함께 너와 함께 오바다 이 바다 담긴 아름다운 얘기가 있어네게 들려주고파 전활 걸어 뭐하고 있냐고나는 지금 여수 밤바다 여수 밤바다아 바다 아아아 하아아아 하아오오 하 아아아 허오 아아아아뭐하고 있냐고 나는 지금 여수 밤바다,인디
경서,밤하늘의 별을,밤하늘의 별을 따서 너에게 줄래 너는 내가 사랑하니까 더 소중하니까오직 너 아니면 안 된다고 외치고 싶어 그저 내 곁에만 있어줘 떠나지 말아줘참 많이 어색했었죠 널 처음 만난 날멀리서 좋아하다가 들킨 사람처럼숨이 가득 차올라서 아무 말 하지 못했는데너는 말 없이 웃으며 내 손 잡아줬죠밤하늘의 별을 따서 너에게 줄래 너는 내가 사랑하니까 더 소중하니까오직 너 아니면 안 된다고 외치고 싶어 그저 내 곁에만 있어줘 떠나지 말아줘널 좋아하는 내 마음이 표현이 안 돼꿈이 아니면 좋겠어 자꾸 웃음 나와내 모든 걸 다 준대도 너에겐 아깝질 않아이 순간이 영원하길 난 정말 행복해밤하늘의 별을 따서 너에게 줄래 너는 내가 사랑하니까 더 소중하니까오직 너 아니면 안 된다고 외치고 싶어 그저 내 곁에만 있어줘 떠나지 말아줘그저 내 곁에만 있어줘 떠나지 말아줘많고 많은 사람 중에 너를 만나서 행복하고 싶어 두 번 다시 울지 않을래오직 내 눈에는 너만 보여 나를 아껴줘 이제부터 혼자가 아니야 우린 함께니까나나나 난난 난난나나나나 난난 난난나나 나나나 난난 난난나 나나난나나나나 난난 난난나나나나 난난 난난나나 나나나 난난 난난나 나나난나 접기,인디
비비,비누,사람들이 말하더라새것마냥 kireiidatteinnocent as newborn infantbibi naked 착하더라사람들이 말하더라저년 저거 이상했다머릿속에 어떤 것이들어있는지 모르겠다do you know how to keep myself clear어떻게 씻어 내는 건지술냄새와 담배연기kissy hickey and shit오늘했던 거짓말과어제했던 bad decisiondo you know how to keep myself clear다 비누로 씻어내는거지비누 비누 let's be new비누 비누 let's be new비누 비누 let's be new비누 비누 let's be new사람들이 말하더라저년 저거 이상하다어젯밤에 어떤일이일어났는지 모르겠다in the shower in the tubpool party that i threwjust give me bar of soapso naked bib do naked thang씻고나면 또 못알아보고서bibi naked 착하더라do you know how to keep myself clear어떻게 씻어 내는 건지술냄새와 담배연기kissy hickey and shit오늘했던 거짓말과어제했던 bad decisiondo you know how to keep myself clear다 비누로 씻어내는거지비누 비누 let's be new비누 비누 let's be new비누 비누 let's be new비누 비누 let's be new비누로 깨끗이 씻어내자brandnew brandnew 마음되자매일아침 다시 태어나자나쁜마음 모두 벗겨내자비누 비누 let's be new비누 비누 let's be new... ,인디
21학번,스티커사진,눈 감고 찍은 사진장난스런 표정하나둘 셋 하고서손가락 하트둘이서 연습했던시그니처 포즈꽃받침 속 너와 나빛나고 있어오늘 뭐해 날씨도 좋은데홍대 가서 커피나 마실래연인들 많은 거리에도란도란 너랑 걷고 싶은데우리도 예쁜 커플옷 입고같이 데이트할래눈 감고 찍은 사진장난스런 표정하나둘 셋 하고서손가락 하트둘이서 연습했던시그니처 포즈꽃받침 속 너와 나빛나고 있어수줍었던 그대를 만난 지이번 주말 벌써 1년이야기념일마다 약속한사진 들을 많이 갖고 싶어져아직도 너랑 설레고 싶어우리 데이트할래눈 감고 찍은 사진장난스런 표정하나둘 셋 하고서손가락 하트둘이서 연습했던시그니처 포즈꽃받침 속 너와 나빛나고 있어그대를 사랑했던모든 시간들이하나부터 열까지너무 소중해우리가 약속했던많은 나날들이사진 속 우리처럼빛나고 있어,인디
그리즐리,MERRY GO ROUND,비가 와서나도 모르게전화했어나도 모르게새벽 두시 지나면 안 돼I'm awake난 잠이 오질 않아24hours뻔한 잔소리 그만나 답은 알아Tell me to do나 좀 내버려 둬Cause i'm awakeSix five forty five의미 없는 숫자를 세Merry go round또 술에 집착해I'm runnin runnin runnin out for you비가 오면 말야너밖에 떠오르지가 않아어딜 가던 비가 왔었잖아나 여름나라로 이사 갈까 봐걱정 말어 오늘은비가 와서나도 모르게전화했어나도 모르게새벽 두시지나면 안 돼I'm awake잠이 오지 않아24hours뻔한 잔소리 그만나 답은 알아Tell me to do나 좀 내버려 둬Cause i'm awakeYou turn me like a merry go round우린 항상 돌고 돌아It sounds me like a merry go roundIt's time we can go away,인디
비비,PADO ,너는 두 눈을 감은 채내게 기대어오며머리칼로 날 간질 때마다가벼운 입맞춤으로무거운 맘을 지우며정신 못 차리게 만들어날 흔들어 놔온통날 들었다 놔 그저 발만동동난 알 수 없네도통If someone hear me call me 911You are my WAVE살려줘 MAYDAY니 생각만 하게 돼I'm a castaway나를 네 품에 가두어나의 숨을 끊을 듯놓아줄 생각이 없어 보여너를 밀어내 봐도다시 밀리어 오며생각할 틈을 주지 않네Soaking me slowlyDrowning me cruelyKilling me gentlyCall him if u see my S.O.SYou are my WAVE살려줘 MAYDAY니 생각만 하게 돼I'm a castaway잠겨 죽어도 좋으니 내게 밀려오라깊어져도 좋으니 날 담구어 주라Wanted to surfDon't wanna diveDon't wanna swirlI'm gonna dieImma go with the flowI'm gonna rideBut you're too bigYou make me salty babeDon't wanna trip too hard날 풀어주던가완전히 잡아줘You are my WAVE살려줘 MAYDAY니 생각만 하게 돼I'm a castaway잠겨 죽어도 좋으니 내게 밀려오라깊어져도 좋으니 날 담구어 주라,인디
박재범,GANDARA,길거리를 걷다 보면사랑 노래만 흘러나와나는 왜 저런 게 낯설까난 한국말까지 서툴러번역기도 전혀 도움 안 돼네 맘엔 어떨까 걱정만어떤 단어를 쓸지 I don't know어떤 말을 할지 I don't know나는 왜 이런지 I don't knowYou're on my mind어떤 단어를 쓸지 I don't know어떤 말을 할지 I don't know나는 왜 이런지 I don't knowYou're on my mindBaby 정말 생각 안 나Body language로 자신 있어보여줄게 girl just give me some your time너를 보면 손에 땀 나긴장 풀게 한 번 웃어줘Let me take u on a magic carpet ride손을 잡아 따라와맑은 날씨 보름달가르쳐줘 오늘 밤가나다라마바사손을 잡아 따라와맑은 날씨 보름달가르쳐줘 오늘 밤가나다라마바사너무 완벽하지 않아도걱정 마 네 맘을 조금 알 것 같아네게 좀 더 다가서 볼까고민해 매일 밤길거리를 걷다 보면계속 계속 네 생각이 나이런 내 모습이 왜 낯설까번역기 위에서헤매는 네 손가락까지자꾸만 생각이 나는 걸Body language도 나는 괜찮아But 생각 안 나면 그냥 웃어줘모든 것을 알려줄게 오늘 밤내가 나쁜 남자처럼 보여도너를 볼 때면 맘이 여려져I wouldn't mind if I died in your arms손을 잡아 따라와맑은 날씨 보름달가르쳐줘 오늘 밤가나다라마바사손을 잡아 따라와맑은 날씨 보름달가르쳐줘 오늘 밤가나다라마바사손을 잡아 따라와맑은 날씨 보름달가르쳐줘 오늘 밤가나다라마바사손을 잡아 따라와맑은 날씨 보름달가르쳐줘 오늘 밤가나다라마바사,인디
멜로망스,선물,빛이 들어오면 자연스레 뜨던 눈그렇게 너의 눈빛을 보곤사랑에 눈을 떴어항상 알고 있던 것들도 어딘가새롭게 바뀐 것 같아남의 얘기 같던 설레는 일들이내게 일어나고 있어나에게만 준비된 선물 같아자그마한 모든 게 커져만 가항상 평범했던 일상도특별해지는 이 순간별생각 없이 지나치던 것들이이제는 마냥 내겐 예뻐 보이고내 맘을 설레게 해항상 어두웠던 것들도 어딘가빛나고 있는 것 같아남의 얘기 같던 설레는 일들이내게 일어나고 있어나에게만 준비된 선물 같아자그마한 모든 게 커져만 가항상 평범했던 일상도특별해지는 이 순간너를 알게 된 뒤 보이는모든 것들이 너무 예뻐 보여그렇게 신난 아이처럼순수한 사람이 된 것 같아나에게만 준비된 선물 같아자그마한 모든 게 커져만 가항상 평범했던 일상도특별해지는 이 순간깊은 사랑에 빠진 순간 접기,인디
케이시,늦은 밤 헤어지긴 너무 아쉬워,어쩌면 너도 나와 같은 꿈 꿀까매일 마주 보며 눈뜨는 하루늦은 밤 헤어지긴 너무 아쉬워널 많이 사랑하나 봐유난히 날씨가 좋은 날넌 나를 설레이게 해영화 속에서만 보던 일들이요즘 내 일상인 듯해어쩌면 너도 나와 같은 꿈 꿀까매일 마주 보며 눈뜨는 하루늦은 밤 헤어지긴 너무 아쉬워널 많이 사랑하나 봐오늘 너에게 고백하겠어취해서 하는 말이 아냐참아온 진심인 거야하루 종일 아무것도 안 해도너랑 있는 게 젤 좋아달빛도 하늘 아래 우리를 비추고온 세상이 모두 잠든 것 같아늦은 밤 헤어지긴 너무 아쉬워널 많이 사랑하나 봐네가 살아가는 순간에그 모든 순간에 내가 있음 해고마워 내 인생에 나타나줘서이렇게 날 안아줘서오늘 너에게 고백하겠어,인디
헤이즈,헤픈우연,처음이라기엔 너무길을 이미 다 아는 듯이우연히라기엔 모두다 정해진 듯이우연히 눈을 떠 보니이 세상에 태어나 있었고하필 네가 있는 곳이었다서서히 몸에 배어버린사소한 습관들이네게로 가는 길을내게 알려줘처음이라기엔 너무길을 이미 다 아는 듯이우연히라기엔 모두다 정해진 듯이고통의 사랑도보통의 이별도You can make it happenYou can make it heaven우연히라기엔 모두다 정해진 듯이만약 내가 그때 그곳을헤매지 않았더라면그날 네가 마음 아픈이별을 안 했었더라면네 뒤를 따라 걷던 곳네가 떨어트렸던 꽃위태롭던 시간 속서로를 기다려왔어운명이라고 하기엔이를 수 있다 생각해우연히라고 하기엔설명이 필요한 것 같아어쩌면 또 스칠 수 있을지 몰라도지금이 아니면 안 될 것 같던 그 때로처음이라기엔 너무길을 이미 다 아는 듯이우연히라기엔 모두다 정해진 듯이고통의 사랑도보통의 이별도You can make it happenYou can make it heaven우연히라기엔 모두다 정해진 듯이어쩌면 기억을 지운 채로하나였던 우린 둘이 되고운명이란 작은 점 안에서서로를 찾으며 살았는지도고통의 사랑도보통의 이별도You can make it happenYou can make it heaven우연히라기엔 모두다 정해진 듯이우연히서서히점점더 멀어져가우연히천천히처음그곳으로 가,인디
치즈,이렇게 좋아해본적이 없어요,따스한 바람이 불어오는 날엔포근한 미소로 나를 또 반겨주던그대란 사람 설레는 이 맘이렇게 난 너에게 빠졌나 봐무심한 듯 곁을 지켜주던 그대느껴본 적 없는 이런 설렘이누군가를 짝사랑하는 마음인가 봐그냥 아쉬움만 남는걸이렇게 좋아해 본 적이 없어요눈만 뜨면 그대가 참 보고 싶어요오늘은 그대 내 곁에서 그저 머물러줘요그리고 내 손잡아 주세요꼭 안아 주세요나를 데려다주던 그날 밤문득 내게 건넨 그 한마디에괜스레 얼굴이 붉어지고조심스럽게 oh oh oh그대에게 oh oh oh사랑스러운 그대 귓가에 속삭여줄게요사실 그대와 있던 모든 순간은내게는 소중하고 너무나 고마워서정말 아름다워요조심스럽게 oh oh oh그대에게 oh oh oh사랑스러운 그대 귓가에 고백해볼게요이렇게 좋아해 본 적이 없어요눈만 뜨면 그대가 참 보고 싶어요오늘은 그대 내 곁에서 그저 머물러줘요그리고 내 손잡아 주세요꼭 안아 주세요부담스럽지 않게 다가가 볼게요부디 날 미워하지 말아요그저 매일 이렇게 날 보며 웃어줘요더는 바랄 게 하나 없죠이렇게 좋아해 본 적이 없어요눈만 뜨면 그대가 참 보고 싶어요오늘은 그대 내 곁에서 그저 머물러줘요그리고 내 손잡아 주세요꼭 안아 주세요 접기,인디
헤이즈,저 별 ,혹시 저 별도 나를 보고 있을까 아니 날 보고 있지 않을까 저 별도 나를 보고 있을까 아니 날 Yeah지금 날 찾고 있진 않을까 아니 날 피해 가고 있을까 아니 날 Yeah오늘따라 넌 더 희미해 그래서 이 밤은 내겐 무의미해 어두운 밤이 지나 아침이 온대도 구름에 가려 보이지 않을 때도 너 그 자리에 있단 걸 난 알아도넌 내가 보이지 않을 때마다 항상 불안해했으니까 저 구름이 이제 비가 되어서내리기만을 나는 기도해 혹시 저 별도 나를 보고 있을까 아니 날 보고 있지 않을까 저 별도 나를 보고 있을까 아니 날 Yeah지금 날 찾고 있진 않을까 아니 날 피해 가고 있을까 아니 날 Yeah너만큼 반짝이는 게 또 있을까 너무 멀어서 내 노래가 들리지 않을까내가 보고 있는 게 지금의 너가 맞을까 매일 밤 너를 보며두 손 모은 나를 봤을까 너도 나를 봤을까 아님 피해 갔을까내 품에 떨어지길 기도해 my shooting star 다시는 놓치지 않을 텐데 my shining star이 시간들은 그저 과정일 뿐이야 혹시 저 별도 나를 보고 있을까 아니 날 보고 있지 않을까 저 별도 나를 보고 있을까 아니 날 Yeah지금 날 찾고 있진 않을까 아니 날 피해 가고 있을까 아니 날 Yeah내가 할 수 있는 건 그대 이 순간에도날 보고 있다고 믿는 것 그래서 난 네가 떠난 이후로 스쳐간 흔적도 없지 그 누구도 그런데 왜 넌 항상 보여도손 닿을 수도 안을 수도 없는 걸 혹시 저 별도 나를 보고 있을까 아니 날 보고 있지 않을까 저 별도 나를 보고 있을까 아니 날지금 날 찾고 있진 않을까 아니 날 피해 가고 있을까 아니 날,인디
적재,별 보러 가자 ,찬 바람이 조금씩 불어오면은밤 하늘이 반짝이더라긴 하루를 보내고 집에 들어가는 길에네 생각이 문득 나더라어디야 지금 뭐 해나랑 별 보러 가지 않을래너희 집 앞으로 잠깐 나올래가볍게 겉옷 하나 걸치고서 나오면 돼너무 멀리 가지 않을게그렇지만 네 손을 꼭 잡을래멋진 별자리 이름은 모르지만나와 같이 가줄래찬 바람이 조금씩 불어 오면은네 생각이 난 그렇게 나더라긴 하루 끝 고요해진 밤거리를 걷다밤 하늘이 너무 좋더라어디야 지금 뭐해나랑 별 보러 가지 않을래어디든 좋으니 나와 가줄래네게 하고 싶었던 말이 너무도 많지만너무 서두르지 않을게그치만 네 손을 꼭 잡을래멋진 별자리 이름은 모르지만나와 같이 가줄래너와 나의 걸음이향해 가는 그곳이어디 일진 모르겠지만혼자였던 밤 하늘너와 함께 걸으면그거면 돼,인디
탑현,사랑한다고 말해줘,사실 난 너를 사랑한다고 말할 땐너에게 그 말이 듣고 싶어서라고오늘이 가기 전에 들을 수 있을까애타는 내 마음을 알기나 하는지어떤 하루에 미소를 짓는너의 얼굴을 바라보다가나도 모르게 사랑한다고너에게 버릇처럼 하는 말항상 무뚝뚝하기만 하던 내가너를 만나고 변해가혹시 너도 나와 같을까나를 사랑한다면사실 난 너를 사랑한다고 말할 땐너에게 그 말이 듣고 싶어서라고오늘이 가기 전에 들을 수 있을까애타는 내 마음을 알기나 하는지서툰 말 한마디도 못하고내 손만 잡고 있는 너에게어설픈 말장난을 섞으며나름 네 눈치도 보고 있어사랑한단 말이 듣고 싶은데그게 어려운 너에게조금 용기 낼 순 없을까나를 사랑한다고사실 난 너를 사랑한다고 말할 땐너에게 그 말이 듣고 싶어서라고오늘이 가기 전에 들을 수 있을까애타는 내 마음을 알기나 하는지날 좋아한다날 사랑한다어서 내게 말해줘 (Love You)사실 난 너를 사랑한다고 말할 땐너에게 그 말이 듣고 싶어서라고오늘이 가기 전에 들을 수 있을까애타는 내 마음을 알기나 하는지 접기,인디
Seori,긴밤,긴 밤이 오니까널 데려가니까난 또 잠이 오질 않아긴 밤이 오니까널 데려가잖아애써 돌아서기에도 아쉬워텅 빈 이 방안 속텅 빈 이 공기를견디지 못 하고혼자 서 있어즐거이 웃다가도밤이 되고 또 혼자가 돼Maybe I'm so lonelyEveryday 공허한 이 밤이 내게서 널 가져가긴 밤이 오니까널 데려가니까난 또 잠이 오질 않아긴 밤이 오니까널 데려가잖아애써 돌아서기에도 아쉬워긴 밤아 오지 마날 데려가지 마Love meI don't want to go home긴 밤이 싫어이 밤이 미워널 닳고 닳게 보는 저 달이 부러워나를 애태우는 머릿속에 사진들너는 긴 밤에 생각났던 야식 같아아침이 오니까 너는 자러가니까내게 밤은 시간이 아닌 그냥 장식 같아좋은 아침우리는 밤을 피해 왔어 good night우리의 맘이 마주쳤던 순간들을 기억 해 양을 세이 긴 밤을 이겨내지긴 밤이 오니까널 데려가니까난 또 잠이 오질 않아긴 밤이 오니까널 데려가잖아애써 돌아서기에도 아쉬워긴 밤아 오지 마날 데려가지 마Love meI don't want to go home긴 밤이 싫어이 밤이 미워널 닳고 닳게 보는 저 달이 부러워긴 밤을 세워 달을 재 워 버리자고천장을 도화지 삼아 널 그린다해가 지듯이너도 저 멀리점이 되어 사라지듯이해가 뜨면 너를 보러 달려갈게어두운 날을 밝혀줘 굿모닝Please don't make me alone허공에 흩날려 보내긴 밤이 오니까널 데려가니까난 또 잠이 오질 않아긴 밤이 오니까널 데려가잖아... 펼쳐보기,인디
